"rank_total","player_name","rounds_total","avg_drive_total","total_distance_total","num_drives_total","year"
"144","Joe Durant",62,275.1,178254,648,2009
"T145","Alex Cejka",82,275.0,272296,990,2009
"T145","Tim Clark",81,275.0,226015,822,2009
"T145","Scott Sterling",51,275.0,152362,554,2009
"148","Ryuji Imada",85,274.9,264982,964,2009
"T149","Eric Axley",71,274.8,225090,819,2009
"T149","Patrick Sheehan",51,274.8,149485,544,2009
"151","Greg Chalmers",85,274.7,271115,987,2009
"T152","Briny Baird",89,274.6,275161,1002,2009
"T152","Cliff Kresge",78,274.6,255683,931,2009
"T154","Rick Price",54,274.5,156438,570,2009
"T154","Brandt Snedeker",81,274.5,249241,908,2009
"156","Chez Reavie",81,274.4,269438,982,2009
"T157","Lee Janzen",74,274.3,232307,847,2009
"T157","Tom Pernice Jr.",82,274.3,285284,1040,2009
"159","Kent Jones",73,274.1,232972,850,2009
"160","John Mallinger",90,273.8,269429,984,2009
"T161","Paul Goydos",79,273.7,248517,908,2009
"T161","Peter Lonard",86,273.7,293183,1071,2009
"163","Chris DiMarco",97,273.4,331324,1212,2009
"T164","Colt Knost",71,272.9,212335,778,2009
"T164","Greg Kraft",51,272.9,157208,576,2009
"T166","Bob Estes",78,272.8,262387,962,2009
"T166","Jeff Klauk",97,272.8,333307,1222,2009
"T168","Spencer Levin",75,272.7,253643,930,2009
"T168","Aron Price",89,272.7,291787,1070,2009
"170","Marc Turnesa",77,272.6,270397,992,2009
"171","Luke Donald",79,271.7,232066,854,2009
"172","Nick O'Hern",90,271.4,320829,1182,2009
"173","Glen Day",79,270.9,240546,888,2009
"174","Jeff Quinney",78,270.3,267337,989,2009
"175","Tom Lehman",55,270.0,131220,486,2009
"176","Bart Bryant",58,269.9,195145,723,2009
"177","Brendon Todd",53,269.2,176582,656,2009
"T178","Chris Riley",77,269.0,251256,934,2009
"T178","Dean Wilson",81,269.0,261979,974,2009
"180","Richard Johnson",85,268.2,277350,1034,2009
"181","Brian Gay",96,267.3,306286,1146,2009
"182","Mark Brooks",55,267.0,148196,555,2009
"183","Brad Faxon",59,263.9,190307,721,2009
"184","Corey Pavin",73,255.9,191665,749,2009
"1","J.B. Holmes",86,303.7,292747,964,2008
"2","Dustin Johnson",92,296.8,334484,1127,2008
"3","Robert Garrigus",90,296.1,354081,1196,2008
"4","Bubba Watson",97,295.6,330478,1118,2008
"5","Nick Watney",96,294.1,345888,1176,2008
"6","Vijay Singh",82,293.5,260061,886,2008
"7","Ángel Cabrera",55,293.4,161385,550,2008
"8","Fred Couples",60,293.0,208008,710,2008
"T9","Andres Romero",69,292.4,200619,686,2008
"T9","Adam Scott",51,292.4,143252,490,2008
"11","Anthony Kim",81,292.2,265869,910,2008
"12","Steve Allan",58,292.0,195615,670,2008
"13","Charley Hoffman",94,291.2,351191,1206,2008
"14","Harrison Frazar",73,291.1,251219,863,2008
"15","Phil Mickelson",80,290.8,240170,826,2008
"T16","Tommy Gainey",60,290.5,186509,642,2008
"T16","Charles Warren",79,290.5,300049,1033,2008
"18","Tag Ridings",88,290.4,328175,1130,2008
"T19","Jeff Overton",103,290.1,368449,1270,2008
"T19","Travis Perkins",53,290.1,162162,559,2008
"21","Daniel Chopra",84,289.5,279705,966,2008
"22","Richard Johnson",77,288.7,273701,948,2008
"T23","Jason Day",81,288.3,310247,1076,2008
"T23","Martin Laird",98,288.3,341889,1186,2008
"25","Davis Love III",78,288.2,261659,908,2008
"T26","Jason Allred",63,287.9,200392,696,2008
"T26","Bill Haas",99,287.9,360403,1252,2008
"T28","Charles Howell III",101,287.6,350241,1218,2008
"T28","Kevin Streelman",114,287.6,388594,1351,2008
"T30","Sean O'Hair",81,287.3,272380,948,2008
"T30","Kenny Perry",97,287.3,367686,1280,2008
"T30","Boo Weekley",86,287.3,257962,898,2008
"T33","Stewart Cink",87,287.2,256172,892,2008
"T33","John Huston",56,287.2,195282,680,2008
"35","Lucas Glover",91,287.1,332424,1158,2008
"T36","Padraig Harrington",52,287.0,128571,448,2008
"T36","Nicholas Thompson",113,287.0,383978,1338,2008
"38","Kevin Stadler",90,286.8,292571,1020,2008
"T39","Troy Matteson",94,286.6,354758,1238,2008
"T39","Rory Sabbatini",77,286.6,253935,886,2008
"41","Steve Marino",119,286.2,414114,1447,2008
"T42","Mathias Grönberg",87,285.8,314394,1100,2008
"T42","Pat Perez",93,285.8,315195,1103,2008
"44","Brenden Pappas",66,285.7,222848,780,2008
"T45","George McNeill",97,285.5,358559,1256,2008
"T45","D.J. Trahan",94,285.5,309493,1084,2008
"T47","John Merrick",98,285.4,306480,1074,2008
"T47","Ted Purdy",68,285.4,234310,821,2008
"T49","Sergio Garcia",72,285.3,223677,784,2008
"T49","Matt Jones",95,285.3,334381,1172,2008
"51","Brandt Jobe",52,284.9,186325,654,2008
"T52","Paul Casey",55,284.7,142326,500,2008
"T52","Ryan Palmer",69,284.7,237970,836,2008
"T54","Jason Gore",94,284.6,336717,1183,2008
"T54","Camilo Villegas",79,284.6,251031,882,2008
"56","Geoff Ogilvy",65,284.4,193979,682,2008
"57","James Driscoll",85,284.3,300217,1056,2008
"T58","Mathew Goggin",91,284.2,325156,1144,2008
"T58","Mark Hensby",71,284.2,254387,895,2008
"T58","Steve Lowery",74,284.2,265732,935,2008
"61","Tim Herron",97,284.1,344026,1211,2008
"62","Michael Letzig",88,284.0,293061,1032,2008
"T63","Brad Adamonis",87,283.8,300552,1059,2008
"T63","Stuart Appleby",87,283.8,265056,934,2008
"65","Joe Ogilvie",100,283.7,345283,1217,2008
"66","Nick Flanagan",89,283.5,315005,1111,2008
"67","John Riegger",73,283.4,253055,893,2008
"68","Jon Mills",95,283.3,307385,1085,2008
"69","Bo Van Pelt",101,283.2,367291,1297,2008
"T70","Todd Demsey",80,283.0,280141,990,2008
"T70","Hunter Mahan",87,283.0,285313,1008,2008
"72","Bob Sowards",61,282.8,205281,726,2008
"T73","Aaron Baddeley",76,282.7,238572,844,2008
"T73","Kevin Sutherland",98,282.7,347197,1228,2008
"T75","Robert Allenby",108,282.6,339132,1200,2008
"T75","Ernie Els",51,282.6,141879,502,2008
"T77","J.J. Henry",108,281.9,389596,1382,2008
"T77","John Rollins",94,281.9,311248,1104,2008
"T77","Jimmy Walker",73,281.9,243563,864,2008
"80","Jeff Maggert",86,281.8,310003,1100,2008
"81","Rod Pampling",83,281.7,267080,948,2008
"82","Rich Beem",90,281.6,310339,1102,2008
"83","Cody Freeman",66,281.1,215861,768,2008
"T84","Parker McLachlin",88,280.9,309528,1102,2008
"T84","John Senden",93,280.9,321333,1144,2008
"T84","Kyle Thompson",70,280.9,223616,796,2008
"T87","Woody Austin",109,280.8,347045,1236,2008
"T87","K.J. Choi",74,280.8,225186,802,2008
"89","Chris Stroud",81,280.6,258193,920,2008
"T90","Ryan Armour",87,280.5,296205,1056,2008
"T90","Kenneth Ferrie",72,280.5,234500,836,2008
"T90","Ryan Moore",72,280.5,246869,880,2008
"T93","Tommy Armour III",77,280.4,257144,917,2008
"T93","Carl Pettersson",110,280.4,379701,1354,2008
"T95","Steve Stricker",75,280.3,227601,812,2008
"T95","Y.E. Yang",89,280.3,313338,1118,2008
"97","Joe Durant",92,280.2,308253,1100,2008
"T98","Mark Calcavecchia",67,280.1,211754,756,2008
"T98","Mike Weir",88,280.1,259953,928,2008
"T100","Trevor Immelman",70,280.0,210538,752,2008
"T100","Frank Lickliter II",107,280.0,389794,1392,2008
"T100","Will MacKenzie",62,280.0,221730,792,2008
"T100","Vaughn Taylor",103,280.0,367883,1314,2008
"104","Ben Curtis",80,279.8,246805,882,2008
"T105","Jonathan Byrd",88,279.6,300833,1076,2008
"T105","Brad Elder",67,279.6,210289,752,2008
"T107","Eric Axley",113,279.5,381853,1366,2008
"T107","Chad Campbell",94,279.5,331433,1186,2008
"T107","David Duval",51,279.5,159875,572,2008
"T107","Retief Goosen",59,279.5,163791,586,2008
"T111","Ben Crane",86,279.4,292239,1046,2008
"T111","Brett Rumford",72,279.4,236933,848,2008
"T113","Michael Allen",91,279.3,304406,1090,2008
"T113","Tom Scherrer",56,279.3,171502,614,2008
"T113","Mark Wilson",107,279.3,405539,1452,2008
"T116","Ken Duke",116,279.1,407991,1462,2008
"T116","Peter Lonard",92,279.1,310877,1114,2008
"T116","David Lutterus",59,279.1,193940,695,2008
"T116","David Toms",70,279.1,218268,782,2008
"T116","Charlie Wi",97,279.1,342171,1226,2008
"T121","Marco Dawson",64,279.0,209266,750,2008
"T121","Jesper Parnevik",88,279.0,291604,1045,2008
"T123","Jeff Gove",50,278.8,171454,615,2008
"T123","Todd Hamilton",92,278.8,287473,1031,2008
"T125","Steve Elkington",84,278.7,283756,1018,2008
"T125","Johnson Wagner",83,278.7,264729,950,2008
"T127","Justin Bolli",87,278.4,284516,1022,2008
"T127","Carlos Franco",73,278.4,244450,878,2008
"T127","Tim Petrovic",97,278.4,314570,1130,2008
"T130","Freddie Jacobson",78,278.3,249355,896,2008
"T130","Ian Poulter",51,278.3,140249,504,2008
"T132","Stephen Ames",83,278.2,256788,923,2008
"T132","J.P. Hayes",67,278.2,244220,878,2008
"134","Brett Quigley",80,277.8,282834,1018,2008
"T135","Justin Leonard",101,277.7,284912,1026,2008
"T135","Brandt Snedeker",85,277.7,260469,938,2008
"137","Briny Baird",113,277.5,371302,1338,2008
"T138","Steve Flesch",95,277.3,313357,1130,2008
"T138","Jay Williamson",96,277.3,310027,1118,2008
"T140","Cameron Beckman",87,277.2,285791,1031,2008
"T140","Billy Mayfair",103,277.2,367539,1326,2008
"142","Nathan Green",95,277.0,350714,1266,2008
"T143","Jim Furyk",95,276.9,291811,1054,2008
"T143","Scott McCarron",63,276.9,209334,756,2008
"145","Tim Clark",90,276.7,282793,1022,2008
"T146","Alex Cejka",75,276.6,231252,836,2008
"T146","Patrick Sheehan",124,276.6,404044,1461,2008
"T148","Alejandro Cañizares",52,276.5,157583,570,2008
"T148","Scott Sterling",89,276.5,285300,1032,2008
"150","Billy Andrade",71,276.4,238227,862,2008
"151","Tom Lehman",51,276.3,147009,532,2008
"152","Kent Jones",68,275.8,211228,766,2008
"T153","Rocco Mediate",87,275.3,265420,964,2008
"T153","Marc Turnesa",87,275.3,291870,1060,2008
"155","Bob Estes",90,275.2,329658,1198,2008
"156","Cliff Kresge",84,275.1,279459,1016,2008
"157","Kevin Na",97,275.0,348960,1269,2008
"158","Bob Tway",70,274.9,218269,794,2008
"T159","Brian Davis",108,274.7,390613,1422,2008
"T159","Robert Gamez",79,274.7,271413,988,2008
"T159","Ryuji Imada",80,274.7,260409,948,2008
"T162","Tom Pernice Jr.",104,274.6,374602,1364,2008
"T162","Chez Reavie",102,274.6,343799,1252,2008
"T162","Scott Verplank",82,274.6,250460,912,2008
"T162","Tim Wilkinson",95,274.6,306967,1118,2008
"166","Doug LaBelle II",65,274.4,195956,714,2008
"167","Heath Slocum",104,274.2,329097,1200,2008
"168","Lee Janzen",89,274.1,285858,1043,2008
"169","Zach Johnson",85,274.0,273408,998,2008
"170","John Mallinger",95,273.8,320036,1169,2008
"171","Jerry Kelly",89,273.0,281691,1032,2008
"T172","Dudley Hart",74,272.9,255983,938,2008
"T172","Jim McGovern",75,272.9,239605,878,2008
"T172","Omar Uresti",74,272.9,239607,878,2008
"T175","Bart Bryant",81,272.8,254797,934,2008
"T175","Chris DiMarco",87,272.8,289191,1060,2008
"177","Matt Kuchar",88,272.7,267224,980,2008
"178","Richard Johnson",60,272.6,185945,682,2008
"179","Dean Wilson",109,272.1,352583,1296,2008
"180","Greg Kraft",63,271.8,189733,698,2008
"181","Chris Riley",51,271.7,151091,556,2008
"182","Glen Day",64,271.3,211348,779,2008
"183","Chad Collins",72,271.1,238017,878,2008
"184","Ron Whittaker",54,270.7,154296,570,2008
"185","Nick O'Hern",82,270.1,267967,992,2008
"186","Shane Bertsch",96,270.0,337984,1252,2008
"187","Paul Goydos",78,269.8,253361,939,2008
"T188","Paul Claxton",63,269.7,187745,696,2008
"T188","Jin Park",85,269.7,262728,974,2008
"190","Craig Kanada",65,269.5,206957,768,2008
"191","Olin Browne",77,268.7,261745,974,2008
"192","Shigeki Maruyama",50,268.6,156046,581,2008
"193","Stephen Leaney",53,268.1,168336,628,2008
"194","Jeff Quinney",87,267.6,273258,1021,2008
"195","Gavin Coles",54,266.2,162927,612,2008
"196","Brian Gay",102,265.8,319551,1202,2008
"197","Corey Pavin",69,254.7,197641,776,2008
"1","John Daly",59,302.1,207854,688,2007
"2","Bubba Watson",80,301.4,277296,920,2007
"3","J.B. Holmes",71,300.8,269853,897,2007
"4","Robert Garrigus",95,296.3,356694,1204,2007
"5","Brett Wetterich",88,294.3,288729,981,2007
"6","Tag Ridings",52,293.7,184432,628,2007
"7","Harrison Frazar",88,292.4,299162,1023,2007
"8","Adam Scott",69,292.1,222025,760,2007
"9","Henrik Stenson",52,292.0,147147,504,2007
"10","Charles Howell III",89,291.9,268505,920,2007
"11","Jeff Overton",60,291.7,219916,754,2007
"12","Nick Watney",87,291.6,284616,976,2007
"13","Tiger Woods",63,291.4,175444,602,2007
"14","Chris Couch",76,291.3,297078,1020,2007
"T15","Scott Gutschewski",67,291.0,236279,812,2007
"T15","Charley Hoffman",97,291.0,337027,1158,2007
"17","Bill Haas",93,290.8,332683,1144,2007
"18","Boo Weekley",101,290.7,316910,1090,2007
"19","Anthony Kim",93,290.6,322858,1111,2007
"20","Mathias Grönberg",95,290.5,356674,1228,2007
"21","Bubba Dickerson",51,290.2,174133,600,2007
"T22","Geoff Ogilvy",84,290.0,261027,900,2007
"T22","Vijay Singh",102,290.0,332919,1148,2007
"T24","Matt Hendrix",63,289.8,222565,768,2007
"T24","Charles Warren",101,289.8,376453,1299,2007
"26","Jason Gore",86,289.6,315714,1090,2007
"27","Steve Allan",63,289.5,221792,766,2007
"28","Phil Mickelson",73,289.2,210572,728,2007
"29","Ernie Els",59,289.1,178108,616,2007
"30","Kevin Stadler",95,288.6,315177,1092,2007
"31","Robert Allenby",90,288.5,303456,1052,2007
"32","Troy Matteson",87,288.2,305780,1061,2007
"33","Craig Barlow",52,287.8,176983,615,2007
"34","Steve Marino",106,287.7,366795,1275,2007
"35","D.J. Trahan",99,287.3,360513,1255,2007
"36","Lucas Glover",98,287.2,313321,1091,2007
"37","Davis Love III",66,287.1,213896,745,2007
"T38","Daniel Chopra",106,286.9,380997,1328,2007
"T38","Kenny Perry",83,286.9,298926,1042,2007
"40","Brendon de Jonge",76,286.7,264303,922,2007
"41","Retief Goosen",50,286.6,136404,476,2007
"42","Paul Stankowski",52,286.5,167896,586,2007
"T43","Andrew Buckle",77,286.3,269169,940,2007
"T43","John Merrick",92,286.3,324670,1134,2007
"T43","Greg Owen",81,286.3,281675,984,2007
"T46","Mathew Goggin",97,286.1,346424,1211,2007
"T46","Jarrod Lyle",77,286.1,267784,936,2007
"T46","Sean O'Hair",98,286.1,333001,1164,2007
"T46","John Rollins",102,286.1,336166,1175,2007
"T50","Hunter Mahan",91,285.8,287496,1006,2007
"T50","George McNeill",95,285.8,317770,1112,2007
"T50","Camilo Villegas",82,285.8,273781,958,2007
"53","Stuart Appleby",74,285.6,232442,814,2007
"54","Chris Tidland",59,285.5,203270,712,2007
"55","Ted Purdy",102,285.4,347344,1217,2007
"T56","Stewart Cink",91,285.3,287332,1007,2007
"T56","Ryan Palmer",91,285.3,326054,1143,2007
"T56","Jason Schultz",63,285.3,211672,742,2007
"T59","Padraig Harrington",64,285.2,183669,644,2007
"T59","Steve Lowery",74,285.2,276626,970,2007
"61","J.P. Hayes",89,285.0,317813,1115,2007
"T62","Joe Ogilvie",102,284.8,344651,1210,2007
"T62","Rod Pampling",92,284.8,295918,1039,2007
"64","Bo Van Pelt",104,284.7,384673,1351,2007
"65","Justin Rose",63,284.5,155358,546,2007
"T66","Mark Calcavecchia",93,284.4,289823,1019,2007
"T66","Peter Lonard",85,284.4,300935,1058,2007
"T68","J.J. Henry",86,284.3,270389,951,2007
"T68","Pat Perez",84,284.3,257306,905,2007
"70","Aaron Baddeley",83,284.2,263751,928,2007
"71","Will MacKenzie",100,284.1,360805,1270,2007
"T72","Rich Beem",89,284.0,278328,980,2007
"T72","Jonathan Byrd",73,284.0,245336,864,2007
"T72","John Senden",97,284.0,333960,1176,2007
"T75","Kyle Reifers",71,283.8,250860,884,2007
"T75","Kevin Sutherland",85,283.8,273622,964,2007
"77","Carl Pettersson",111,283.7,366196,1291,2007
"78","Rory Sabbatini",81,283.6,250987,885,2007
"T79","Sergio Garcia",68,283.5,217195,766,2007
"T79","Mike Weir",82,283.5,238120,840,2007
"81","Jay Williamson",50,283.2,190278,672,2007
"T82","Brian Bateman",55,282.9,174815,618,2007
"T82","Michael Putnam",96,282.9,316510,1119,2007
"T82","Michael Sim",52,282.9,198566,702,2007
"85","Jeff Brehaut",59,282.8,193450,684,2007
"T86","Bryce Molder",56,282.3,193916,687,2007
"T86","Jim Rutledge",59,282.3,182387,646,2007
"T88","Cameron Beckman",96,282.2,335290,1188,2007
"T88","Brett Quigley",79,282.2,248607,881,2007
"90","Chris Stroud",66,282.0,221624,786,2007
"T91","Michael Allen",74,281.9,251422,892,2007
"T91","Todd Hamilton",76,281.9,228379,810,2007
"93","Trevor Immelman",74,281.7,212969,756,2007
"T94","D.J. Brigman",67,281.6,212874,756,2007
"T94","Jeff Gove",103,281.6,369520,1312,2007
"T94","Ryan Moore",92,281.6,294305,1045,2007
"T97","Briny Baird",115,281.5,412665,1466,2007
"T97","Tom Johnson",74,281.5,247144,878,2007
"99","Vaughn Taylor",91,281.4,282561,1004,2007
"T100","Eric Axley",107,281.3,369959,1315,2007
"T100","Tim Herron",98,281.3,321491,1143,2007
"T100","Steve Wheatcroft",73,281.3,240256,854,2007
"103","Alex Cejka",80,281.2,289937,1031,2007
"104","Marco Dawson",73,281.1,255282,908,2007
"T105","Woody Austin",95,280.9,329261,1172,2007
"T105","K.J. Choi",87,280.9,267180,951,2007
"T105","Mark Hensby",81,280.9,281759,1003,2007
"108","Billy Andrade",88,280.6,308686,1100,2007
"T109","Ken Duke",112,280.4,372898,1330,2007
"T109","Darron Stiles",65,280.4,208090,742,2007
"T111","Tommy Armour III",81,280.3,270473,965,2007
"T111","Parker McLachlin",83,280.3,286512,1022,2007
"113","Jason Bohn",57,280.2,206524,737,2007
"114","David Branshaw",83,280.1,293023,1046,2007
"115","Jason Dufner",100,280.0,340462,1216,2007
"116","Kevin Na",84,279.9,305412,1091,2007
"T117","Rich Barcelo",80,279.8,274245,980,2007
"T117","Duffy Waldorf",69,279.8,231417,827,2007
"119","Tim Petrovic",106,279.6,370425,1325,2007
"T120","Ryan Armour",107,279.5,366993,1313,2007
"T120","Daisuke Maruyama",86,279.5,296803,1062,2007
"T120","Arron Oberholser",69,279.5,206307,738,2007
"123","Johnson Wagner",97,279.4,335822,1202,2007
"124","Jeff Maggert",79,279.3,304761,1091,2007
"T125","Joe Durant",88,279.2,286788,1027,2007
"T125","Frank Lickliter II",95,279.2,331433,1187,2007
"T127","Cliff Kresge",107,278.9,389095,1395,2007
"T127","Shaun Micheel",91,278.9,272720,978,2007
"129","Chad Campbell",96,278.8,285253,1023,2007
"T130","David Toms",80,278.6,246574,885,2007
"T130","Jaco Van Zyl",51,278.6,171621,616,2007
"132","Jesper Parnevik",88,278.5,291287,1046,2007
"133","Charlie Wi",90,278.4,322351,1158,2007
"T134","Bob Heintz",85,278.1,278675,1002,2007
"T134","Brandt Snedeker",105,278.1,333432,1199,2007
"T134","Bob Tway",103,278.1,341805,1229,2007
"T137","Kent Jones",97,277.9,341793,1230,2007
"T137","Steve Stricker",81,277.9,252079,907,2007
"T139","Steve Flesch",100,277.8,349486,1258,2007
"T139","Freddie Jacobson",70,277.8,265542,956,2007
"T139","Lee Janzen",66,277.8,202267,728,2007
"T142","Tom Lehman",62,277.6,189029,681,2007
"T142","Mark Wilson",87,277.6,281177,1013,2007
"T144","Brian Davis",101,277.5,341928,1232,2007
"T144","Zach Johnson",76,277.5,231978,836,2007
"146","Tripp Isenhour",86,277.4,282966,1020,2007
"147","Stephen Ames",81,277.1,241323,871,2007
"T148","Bart Bryant",87,277.0,286926,1036,2007
"T148","John Mallinger",96,277.0,335387,1211,2007
"T148","Billy Mayfair",98,277.0,319937,1155,2007
"151","Jerry Kelly",101,276.9,291035,1051,2007
"152","Ian Poulter",63,276.8,150866,545,2007
"153","Chris DiMarco",79,276.2,242499,878,2007
"T154","Paul Gow",70,276.1,220357,798,2007
"T154","Nathan Green",103,276.1,333806,1209,2007
"T154","Justin Leonard",95,276.1,317197,1149,2007
"T154","Joey Sindelar",75,276.1,257368,932,2007
"158","Luke Donald",69,275.7,194078,704,2007
"T159","Robert Gamez",88,275.6,292675,1062,2007
"T159","Jeff Quinney",95,275.6,331505,1203,2007
"T161","Ryuji Imada",104,275.5,342477,1243,2007
"T161","Tom Pernice Jr.",104,275.5,323999,1176,2007
"163","Steve Elkington",87,275.4,279531,1015,2007
"164","Jeff Sluman",60,275.2,160142,582,2007
"165","Glen Day",85,275.1,287779,1046,2007
"166","Craig Lile",77,274.7,265945,968,2007
"T167","José María Olazábal",52,274.6,142236,518,2007
"T167","Kirk Triplett",77,274.6,260850,950,2007
"169","Jim Furyk",84,274.5,254486,927,2007
"170","Heath Slocum",101,274.3,355277,1295,2007
"T171","Anders Hansen",55,274.0,130445,476,2007
"T171","Rocco Mediate",72,274.0,256224,935,2007
"T171","Dicky Pride",71,274.0,234002,854,2007
"T174","Tom Byrum",50,273.8,156615,572,2007
"T174","Scott Verplank",82,273.8,225872,825,2007
"176","Chris Riley",59,273.7,195426,714,2007
"177","Bob Estes",88,273.6,305884,1118,2007
"178","Tim Clark",66,273.5,201558,737,2007
"T179","Ben Curtis",80,273.4,246872,903,2007
"T179","Richard Johnson",93,273.4,319375,1168,2007
"181","Nick O'Hern",72,273.1,209990,769,2007
"182","Craig Kanada",109,272.5,358114,1314,2007
"183","Dean Wilson",92,271.9,285225,1049,2007
"184","Matt Kuchar",85,271.8,270437,995,2007
"185","Shigeki Maruyama",84,271.7,303801,1118,2007
"186","Doug LaBelle II",104,270.9,344373,1271,2007
"187","Craig Bowden",78,270.3,253576,938,2007
"T188","Michael Boyd",61,270.1,196933,729,2007
"T188","José Coceres",50,270.1,159064,589,2007
"T190","Mark Brooks",53,269.1,154203,573,2007
"T190","Stephen Leaney",82,269.1,276924,1029,2007
"192","Paul Goydos",60,268.8,175241,652,2007
"193","Fred Funk",65,268.0,198573,741,2007
"194","Brian Gay",107,265.8,360428,1356,2007
"195","Gavin Coles",87,265.3,284974,1074,2007
"196","Corey Pavin",81,262.1,260511,994,2007
"1","J.B. Holmes",81,305.7,269001,880,2006
"2","Bubba Watson",83,301.8,302425,1002,2006
"3","John Daly",51,297.7,170852,574,2006
"4","Robert Garrigus",85,295.7,305726,1034,2006
"5","Brett Wetterich",82,295.2,299299,1014,2006
"6","Ryan Hietala",61,293.2,208727,712,2006
"T7","Harrison Frazar",95,292.9,306989,1048,2006
"T7","Charley Hoffman",100,292.9,362569,1238,2006
"9","Tag Ridings",103,292.3,365639,1251,2006
"10","Phil Mickelson",74,291.7,191961,658,2006
"11","Fred Couples",52,291.5,130579,448,2006
"T12","Camilo Villegas",95,291.1,333053,1144,2006
"T12","Tiger Woods",55,291.1,150816,518,2006
"T14","Chris Couch",75,290.9,271095,932,2006
"T14","Scott Gutschewski",53,290.9,182680,628,2006
"T14","Jeff Overton",95,290.9,353771,1216,2006
"17","Adam Scott",70,290.6,206618,711,2006
"18","Nicholas Thompson",96,290.5,316048,1088,2006
"19","Lucas Glover",105,290.4,349616,1204,2006
"20","Davis Love III",85,290.3,231632,798,2006
"21","Bubba Dickerson",98,289.9,347626,1199,2006
"22","Vijay Singh",103,289.7,340690,1176,2006
"T23","Rich Beem",85,289.5,262838,908,2006
"T23","Chris Smith",67,289.5,237075,819,2006
"25","Jason Gore",86,289.4,292280,1010,2006
"26","Charles Warren",93,289.3,326345,1128,2006
"27","Mathias Grönberg",92,289.0,318765,1103,2006
"28","Alex Aragon",63,288.9,217817,754,2006
"29","Daniel Chopra",110,288.8,362172,1254,2006
"T30","Matt Hansen",68,288.7,233252,808,2006
"T30","Troy Matteson",101,288.7,354279,1227,2006
"32","James Driscoll",80,288.6,305935,1060,2006
"33","Kris Cox",83,288.2,289316,1004,2006
"34","Craig Barlow",77,288.1,233903,812,2006
"35","Jonathan Byrd",66,288.0,215686,749,2006
"36","Jon Mills",68,287.9,217653,756,2006
"37","Geoff Ogilvy",76,287.6,210549,732,2006
"38","Roger Tambellini",64,287.5,212715,740,2006
"39","Mathew Goggin",72,287.3,233249,812,2006
"T40","Retief Goosen",68,287.1,184346,642,2006
"T40","Nick Watney",97,287.1,344512,1200,2006
"42","Sergio Garcia",59,287.0,157831,550,2006
"43","Will MacKenzie",91,286.7,299341,1044,2006
"44","Ryan Palmer",101,286.6,327890,1144,2006
"T45","Jonathan Kaye",95,286.4,343993,1201,2006
"T45","Kenny Perry",73,286.4,240548,840,2006
"47","Bill Haas",99,286.2,350825,1226,2006
"T48","Charles Howell III",96,286.1,315551,1103,2006
"T48","John Rollins",93,286.1,303247,1060,2006
"T50","Henrik Bjornstad",97,286.0,355817,1244,2006
"T50","Pat Perez",50,286.0,168145,588,2006
"52","Brandt Jobe",91,285.8,278969,976,2006
"53","Bo Van Pelt",102,285.7,358833,1256,2006
"54","Trevor Immelman",86,285.6,290473,1017,2006
"55","Eric Axley",91,285.4,313892,1100,2006
"56","J.J. Henry",96,285.3,306418,1074,2006
"57","Rory Sabbatini",84,285.2,254436,892,2006
"58","Wes Short Jr.",96,285.0,339682,1192,2006
"59","Paul Stankowski",70,284.9,250134,878,2006
"60","Jimmy Walker",60,284.7,222036,780,2006
"T61","Robert Allenby",79,284.6,237944,836,2006
"T61","John Senden",96,284.6,313906,1103,2006
"63","Stuart Appleby",83,284.5,254878,896,2006
"64","Tim Herron",82,284.4,245697,864,2006
"65","Greg Owen",79,284.1,245995,866,2006
"66","Sean O'Hair",100,283.8,302548,1066,2006
"T67","Marco Dawson",87,283.6,304256,1073,2006
"T67","David Duval",71,283.6,210444,742,2006
"69","Danny Ellis",68,283.4,237485,838,2006
"T70","Carlos Franco",86,283.1,304034,1074,2006
"T70","Hunter Mahan",98,283.1,350494,1238,2006
"T72","Jeff Gove",91,283.0,318961,1127,2006
"T72","Jason Schultz",77,283.0,256390,906,2006
"T74","Bob May",65,282.7,211473,748,2006
"T74","Kevin Sutherland",100,282.7,342579,1212,2006
"T76","Ernie Els",69,282.6,184799,654,2006
"T76","Joe Ogilvie",95,282.6,308335,1091,2006
"T76","Jesper Parnevik",84,282.6,287724,1018,2006
"T79","Brian Bateman",69,282.4,231887,821,2006
"T79","Chad Campbell",91,282.4,263788,934,2006
"T81","David Howell",52,282.3,118554,420,2006
"T81","John Huston",74,282.3,255189,904,2006
"T81","D.J. Trahan",92,282.3,299235,1060,2006
"T84","Alex Cejka",93,282.2,314900,1116,2006
"T84","Padraig Harrington",54,282.2,150117,532,2006
"T86","Stewart Cink",93,282.1,286062,1014,2006
"T86","Rod Pampling",89,282.1,255539,906,2006
"T88","Michael Allen",84,282.0,284236,1008,2006
"T88","Justin Rose",98,282.0,338171,1199,2006
"90","Freddie Jacobson",56,281.9,213126,756,2006
"91","David Toms",76,281.7,245669,872,2006
"T92","Brian Davis",92,281.3,318403,1132,2006
"T92","Vaughn Taylor",88,281.3,303292,1078,2006
"T94","Jason Bohn",104,281.2,349247,1242,2006
"T94","Ryan Moore",68,281.2,227514,809,2006
"T94","Brett Quigley",109,281.2,368131,1309,2006
"97","José María Olazábal",62,280.9,153069,545,2006
"T98","Arron Oberholser",82,280.8,243735,868,2006
