stat_id,year,player_id,events,rounds_total,rounds_measured,sg_total_avg_m,sg_total,sg_tee2green_avg_m,sg_tee2green_total,sg_putting_avg_m,sg_putting_total,sg_app_green_avg_m,sg_app_green_total,sg_off_tee_avg_m,sg_off_tee_total,sg_approach_avg_m,sg_around_green_avg_m,app_avg_proximity,app_total_distance,app_attempts,avg_score_stroke_differential,avg_score_player,avg_score_field,finish_top_10,finish_1st,finish_2nd,finish_3rd,distance_measured_avg,distance_measured_total,distance_measured_num_drives,distance_all_rank_total,distance_all_avg,distance_all_total,distance_all_num_drives,fairway_accuracy_percent,fairways_hit,fairways_possible,fairways_missed_other_percent,fairways_missed_other_total,fairways_missed_other_possible,fairways_missed_other_relative_to_par,total_putting
4475,2001,1323,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4476,2001,1326,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4477,2001,20585,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4478,2001,20763,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4479,2001,20766,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4480,2001,24956,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4481,2001,20218,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4482,2001,1633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4483,2001,1796,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4484,2001,23800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4485,2001,8635,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4486,2001,1876,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4487,2001,22348,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4488,2001,1905,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4489,2001,2133,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4490,2001,2159,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4491,2001,2300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4492,2002,20157,15,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33' 9,8141.417,241,1.94,70.13,72.07,5,1,2,0,279.8,27975,100,NULL,NULL,NULL,NULL,68.61,483,704,12.77,72,564,-0.03,133.8
4493,2002,8793,18,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 1,8459,248,3.03,69,72.03,13,5,2,2,293.3,37546,128,NULL,NULL,NULL,NULL,67.52,607,899,18.75,132,704,-0.03,205.3
4494,2002,2206,27,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30' 5,14279.083,469,1.71,69.64,71.35,12,0,3,1,279.2,54159,194,NULL,NULL,NULL,NULL,70.65,970,1373,15.59,188,1206,0.03,172.2
4495,2002,6567,28,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32' 5,14248.5,440,1.95,69.76,71.71,11,2,0,2,285.6,53700,188,NULL,NULL,NULL,NULL,67.83,892,1315,18.04,202,1120,0.03,173.2
4496,2002,1381,29,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30' 0,15434.167,515,1.39,69.64,71.03,7,0,4,0,273,57326,210,NULL,NULL,NULL,NULL,81.24,1204,1482,10.24,146,1426,0.05,215.1
4497,2002,1157,23,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30' 7,10779.667,352,0.63,70.79,71.42,3,0,0,0,270.5,40577,150,NULL,NULL,NULL,NULL,75.07,804,1071,13.33,128,960,0.05,248.8
4498,2002,1797,23,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32' 8,10344.25,317,1.16,70.4,71.56,4,1,0,2,277.3,38272,138,NULL,NULL,NULL,NULL,74.37,737,991,12.31,98,796,0.05,150.6
4499,2002,6251,29,111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 1,14638.5,430,1.28,70.03,71.31,7,1,1,0,279.7,55379,198,NULL,NULL,NULL,NULL,68.46,979,1430,17.59,217,1234,0.05,211.4
4500,2002,21961,32,118,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 10,16138.917,463,1.3,69.99,71.29,7,1,1,1,293.7,64019,218,NULL,NULL,NULL,NULL,69.31,1082,1561,17.4,228,1310,0.05,261.4
4501,2002,2239,26,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32' 6,11415.333,351,1,70.22,71.22,4,0,0,0,268.5,46186,172,NULL,NULL,NULL,NULL,78.52,958,1220,13.33,144,1080,0.06,147.5
4502,2002,23614,30,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 5,15025.417,424,0.39,70.56,70.95,5,2,1,0,292.1,54906,188,NULL,NULL,NULL,NULL,64.91,860,1325,21.75,266,1223,0.06,257.4
4503,2002,2223,28,103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 10,14771.833,412,0.94,70.38,71.32,6,0,0,0,283.6,53321,188,NULL,NULL,NULL,NULL,67.29,893,1327,19.09,232,1215,0.06,217.1
4504,2002,1810,26,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 7,14310.333,414,1.78,69.71,71.49,12,2,1,5,288.8,51406,178,NULL,NULL,NULL,NULL,66.27,833,1257,19.02,202,1062,0.07,177.4
4505,2002,6573,28,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36' 0,16547.667,460,0.22,70.66,70.88,3,0,1,1,285.8,53150,186,NULL,NULL,NULL,NULL,67.4,883,1310,17.7,219,1237,0.07,138
4506,2002,6621,28,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28' 11,9983.917,345,0.15,71.01,71.16,NULL,NULL,NULL,NULL,274.8,44523,162,NULL,NULL,NULL,NULL,75.59,867,1147,15.39,155,1007,0.08,314.7
4507,2002,1945,27,98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 8,15652,439,1.16,70.02,71.18,6,0,2,1,286.4,53839,188,NULL,NULL,NULL,NULL,68.22,906,1328,17.42,207,1188,0.08,176
4508,2002,10809,25,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30' 8,10336.25,337,1.25,70.15,71.4,9,1,0,0,271.8,43761,161,NULL,NULL,NULL,NULL,77.6,904,1165,13.41,134,999,0.09,144
4509,2002,20634,24,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33' 7,12662.833,377,1.35,70.11,71.46,4,0,0,1,281.4,50093,178,NULL,NULL,NULL,NULL,67.98,847,1246,18.31,201,1098,0.1,278.3
4510,2002,1226,18,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 9,6602,190,0.53,70.47,71,2,0,1,0,288.6,34058,118,NULL,NULL,NULL,NULL,60.93,510,837,26.31,191,726,0.1,346.3
4511,2002,2104,32,118,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 10,18623.5,535,0.86,70.44,71.3,6,1,1,0,272.9,62230,228,NULL,NULL,NULL,NULL,68.56,1121,1635,17.63,249,1412,0.1,156
4512,2002,21209,21,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 3,9316.75,264,1.16,70.61,71.77,9,1,0,0,290.5,39504,136,NULL,NULL,NULL,NULL,68.31,653,956,19.02,147,773,0.1,286.3
4513,2002,10585,28,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36' 7,15534.667,425,0.66,70.62,71.28,5,0,2,0,285.5,51674,181,NULL,NULL,NULL,NULL,65.38,861,1317,18.45,207,1122,0.1,183.9
4514,2002,1553,26,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29' 7,12042.25,407,1.18,70,71.18,5,0,0,1,281.6,52375,186,NULL,NULL,NULL,NULL,69.06,924,1338,17.69,217,1227,0.11,273.3
4515,2002,1320,26,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32' 0,12705.25,397,1.04,70.37,71.41,8,1,0,0,279.8,46452,166,NULL,NULL,NULL,NULL,70.5,822,1166,15.59,160,1026,0.11,239
4516,2002,6004,28,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 0,11449.5,327,0.76,70.68,71.44,4,0,1,0,282.1,46269,164,NULL,NULL,NULL,NULL,67.93,788,1160,20.46,223,1090,0.11,202.9
4517,2002,24937,27,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 3,13011.333,369,-0.61,71.49,70.88,NULL,NULL,NULL,NULL,281.8,41713,148,NULL,NULL,NULL,NULL,62.8,665,1059,21.63,210,971,0.11,173.2
4518,2002,10423,25,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 4,12236.75,346,0.74,70.79,71.53,NULL,NULL,NULL,NULL,280,48725,174,NULL,NULL,NULL,NULL,66.18,816,1233,19.17,199,1038,0.11,255
4519,2002,1707,28,98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 7,15214.583,428,0.48,70.76,71.24,5,0,3,0,280.5,51058,182,NULL,NULL,NULL,NULL,68.33,876,1282,17.06,190,1114,0.11,324.1
4520,2002,20645,30,96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37' 7,14515.667,386,0.57,70.55,71.12,1,0,0,0,289.9,50451,174,NULL,NULL,NULL,NULL,67.84,850,1253,18.37,216,1176,0.11,345.7
4521,2002,10885,27,96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38' 4,17446.083,455,1.12,70.25,71.37,8,0,2,1,286.7,52179,182,NULL,NULL,NULL,NULL,70.98,927,1306,15.41,171,1110,0.11,285.1
4522,2002,1175,29,98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33' 3,12788.667,385,0.36,71.07,71.43,4,0,0,0,275.3,50657,184,NULL,NULL,NULL,NULL,71.52,939,1313,17.21,202,1174,0.12,96.8
4523,2002,7721,29,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 7,15204,440,0.38,70.37,70.75,3,0,0,0,271.5,48871,180,NULL,NULL,NULL,NULL,74.78,949,1269,13.33,163,1223,0.12,110.6
4524,2002,1098,34,107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 5,16613.5,469,0.2,70.92,71.12,1,0,0,1,271.2,55057,203,NULL,NULL,NULL,NULL,69.24,1013,1463,17.97,248,1380,0.12,169.4
4525,2002,6522,18,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37' 8,10284.333,273,1.73,70.27,72,7,2,0,0,281.4,32640,116,NULL,NULL,NULL,NULL,64.04,520,812,20.19,130,644,0.12,153
4526,2002,1887,24,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32' 10,7286.333,222,0.28,71.44,71.72,2,0,2,0,275,32448,118,NULL,NULL,NULL,NULL,66.01,571,865,20.34,142,698,0.13,125.4
4527,2002,12663,25,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33' 0,12139.833,368,0.7,70.58,71.28,4,1,0,0,288.6,48491,168,NULL,NULL,NULL,NULL,61.66,722,1171,24.03,253,1053,0.13,105.1
4528,2002,11032,30,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33' 2,12692.333,383,0.29,71.08,71.37,2,0,0,0,283,49243,174,NULL,NULL,NULL,NULL,67.98,830,1221,17.42,186,1068,0.13,231.3
4529,2002,12782,30,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 6,14782.833,428,0.62,70.59,71.21,3,0,1,0,293.2,56596,193,NULL,NULL,NULL,NULL,58.23,803,1379,23.64,278,1176,0.13,140.8
4530,2002,1723,28,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36' 6,12762.833,350,-0.21,71.11,70.9,2,0,0,1,282.9,48666,172,NULL,NULL,NULL,NULL,61.93,758,1224,24.98,292,1169,0.13,269.2
4531,2002,1249,21,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39' 2,6860.917,175,-0.39,71.95,71.56,2,0,0,0,306.8,35594,116,NULL,NULL,NULL,NULL,58.32,480,823,27.02,177,655,0.13,205.9
4532,2002,12660,26,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42' 9,9709.25,227,0.19,71.42,71.61,2,0,1,0,279.2,43549,156,NULL,NULL,NULL,NULL,61.85,694,1122,26.54,246,927,0.13,204.3
4533,2002,1926,21,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44' 8,11383,255,-0.16,71.08,70.92,NULL,NULL,NULL,NULL,281.1,33165,118,NULL,NULL,NULL,NULL,67.03,557,831,18.17,141,776,0.13,209.3
4534,2002,24357,27,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32' 1,12773.917,398,1.06,70.56,71.62,7,2,0,0,283.1,49262,174,NULL,NULL,NULL,NULL,65.21,791,1213,19.01,200,1052,0.14,201.8
4535,2002,1329,25,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 1,11869.75,348,0.8,70.88,71.68,5,0,2,1,269.6,43406,161,NULL,NULL,NULL,NULL,67.81,790,1165,17.53,170,970,0.14,88.4
4536,2002,6332,31,101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 3,14250.583,416,0.21,71.1,71.31,3,0,1,0,281.9,54133,192,NULL,NULL,NULL,NULL,64.03,865,1351,22,279,1268,0.14,171.2
4537,2002,8931,31,107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 5,18536,538,0.37,70.6,70.97,2,0,1,1,270,54007,200,NULL,NULL,NULL,NULL,77.36,1107,1431,12,163,1358,0.14,269.9
4538,2002,2106,30,103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 11,14673.333,420,0.43,70.72,71.15,5,1,0,0,292.2,54357,186,NULL,NULL,NULL,NULL,68.76,920,1338,16.14,198,1227,0.14,194.8
4539,2002,1457,24,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36' 5,11878.25,326,0.73,70.65,71.38,1,0,0,0,273.3,42636,156,NULL,NULL,NULL,NULL,65.91,725,1100,19.78,201,1016,0.14,201.7
4540,2002,2246,27,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36' 6,14297.417,392,0.77,70.43,71.2,4,0,0,0,284.5,46660,164,NULL,NULL,NULL,NULL,68.74,794,1155,17.13,193,1127,0.14,201.2
4541,2002,23338,29,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37' 1,16360.833,441,-0.01,70.81,70.8,3,0,1,0,281,51698,184,NULL,NULL,NULL,NULL,71.23,926,1300,16.16,198,1225,0.14,298.8
4542,2002,2133,22,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37' 9,9211.083,244,0.35,71.09,71.44,1,0,0,0,280.4,37578,134,NULL,NULL,NULL,NULL,70.16,663,945,18.77,146,778,0.14,183.8
4543,2002,1577,29,101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31' 10,12339,388,0.77,70.79,71.56,4,0,0,1,283.7,51636,182,NULL,NULL,NULL,NULL,69.03,885,1282,17.49,195,1115,0.15,166.7
4544,2002,12823,31,107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33' 4,17407.417,522,0.25,70.67,70.92,2,0,0,0,290.7,59305,204,NULL,NULL,NULL,NULL,65.55,959,1463,18.8,256,1362,0.15,287.3
4545,2002,6809,30,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 1,14148.083,415,0.16,70.68,70.84,2,1,0,1,273.9,51761,189,NULL,NULL,NULL,NULL,70.73,945,1336,16.12,205,1272,0.15,202.8
4546,2002,22913,34,124,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 1,19683.5,577,0.81,70.22,71.03,6,1,0,0,279.3,65363,234,NULL,NULL,NULL,NULL,72.78,1219,1675,14.9,233,1564,0.15,145.1
4547,2002,10860,26,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 2,13747.083,402,1.56,69.91,71.47,7,1,1,0,278.7,49606,178,NULL,NULL,NULL,NULL,73.69,930,1262,14.63,156,1066,0.15,158
4548,2002,20498,33,110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 5,16832.583,489,0.5,70.76,71.26,2,0,0,1,282.2,60388,214,NULL,NULL,NULL,NULL,71.68,1081,1508,17.01,247,1452,0.15,255.6
4549,2002,22046,27,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 10,13658.25,392,0.17,70.86,71.03,3,0,1,0,289.4,48612,168,NULL,NULL,NULL,NULL,62.02,743,1198,22.24,256,1151,0.15,112.3
4550,2002,7457,32,110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 11,14116.583,404,0.9,70.65,71.55,7,0,0,0,285.7,57993,203,NULL,NULL,NULL,NULL,67.76,992,1464,19.12,248,1297,0.15,177.2
4551,2002,1219,25,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 6,10605.833,299,0.4,70.84,71.24,6,0,2,0,264,41710,158,NULL,NULL,NULL,NULL,74.87,840,1122,15.73,159,1011,0.15,213.4
4552,2002,1941,31,101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 7,15338.083,431,0.07,71.24,71.31,2,0,0,0,279.9,53748,192,NULL,NULL,NULL,NULL,66.57,922,1385,19.58,244,1246,0.15,235.8
4553,2002,6515,30,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35' 9,16603,464,0.71,70.56,71.27,2,0,0,1,284.3,54292,191,NULL,NULL,NULL,NULL,67.33,911,1353,19.22,246,1280,0.15,287.7
4554,2002,1313,23,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38' 0,11997.25,316,0.48,71.19,71.67,3,0,1,1,280.5,41516,148,NULL,NULL,NULL,NULL,63.45,665,1048,20.62,199,965,0.15,147
4555,2002,1677,22,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31' 9,7526.5,237,0.69,71,71.69,3,0,0,0,283,38493,136,NULL,NULL,NULL,NULL,68.14,648,951,20.41,160,784,0.16,237
4556,2002,7003,30,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32' 8,12694.25,389,-0.08,70.85,70.77,1,0,1,0,284,43161,152,NULL,NULL,NULL,NULL,67.61,741,1096,19.19,198,1032,0.16,257.5
4557,2002,1927,30,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33' 6,13405.75,400,0,71.16,71.16,NULL,NULL,NULL,NULL,293.7,50520,172,NULL,NULL,NULL,NULL,59.06,717,1214,23.9,277,1159,0.16,307.8
4558,2002,1706,26,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33' 10,12987.667,384,1.22,70.21,71.43,6,0,2,0,287.7,47750,166,NULL,NULL,NULL,NULL,66.09,770,1165,17.63,171,970,0.16,165.3
4559,2002,12680,24,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33' 11,11461.833,338,1.03,70.68,71.71,5,1,0,0,280,46476,166,NULL,NULL,NULL,NULL,65.06,756,1162,19.12,183,957,0.16,125.8
4560,2002,20572,29,98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34' 5,13111.667,381,0.7,70.5,71.2,3,0,0,0,285.9,52035,182,NULL,NULL,NULL,NULL,66.84,875,1309,18.68,229,1226,0.16,202.1
4561,2002,12652,26,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36' 0,12649.917,351,0.65,70.31,70.96,3,0,0,1,282.2,46279,164,NULL,NULL,NULL,NULL,68.74,818,1190,16.26,174,1070,0.16,237.2
4562,2002,8075,29,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36' 2,15522.083,429,1.01,70.41,71.42,8,2,0,0,274,50955,186,NULL,NULL,NULL,NULL,71.01,931,1311,15.96,187,1172,0.16,229
4563,2002,6078,32,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38' 11,16088.583,413,0.15,70.81,70.96,3,0,1,0,264.9,51133,193,NULL,NULL,NULL,NULL,71.22,975,1369,18.57,244,1314,0.16,204.2
4564,2002,19846,34,117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30' 8,15966.833,521,0.51,70.58,71.09,4,0,1,0,272.3,60986,224,NULL,NULL,NULL,NULL,70.07,1124,1604,16.35,238,1456,0.17,218.2
