stat_id,year,player_id,events,rounds_total,rounds_measured,sg_total_avg_m,sg_total,sg_tee2green_avg_m,sg_tee2green_total,sg_putting_avg_m,sg_putting_total,sg_app_green_avg_m,sg_app_green_total,sg_off_tee_avg_m,sg_off_tee_total,sg_approach_avg_m,sg_around_green_avg_m,app_avg_proximity,app_total_distance,app_attempts,avg_score_stroke_differential,avg_score_player,avg_score_field,finish_top_10,finish_1st,finish_2nd,finish_3rd,distance_measured_avg,distance_measured_total,distance_measured_num_drives,distance_all_rank_total,distance_all_avg,distance_all_total,distance_all_num_drives,fairway_accuracy_percent,fairways_hit,fairways_possible,fairways_missed_other_percent,fairways_missed_other_total,fairways_missed_other_possible,fairways_missed_other_relative_to_par,total_putting
1817,1989,1444,NULL,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.32,71.78,72.1,1,1,0,0,261.9,39815,152,NULL,NULL,NULL,NULL,67.59,759,1123,NULL,NULL,NULL,NULL,NULL
1818,1989,1941,NULL,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.32,71,71.32,2,0,0,0,263.4,33721,128,NULL,NULL,NULL,NULL,63.83,577,904,NULL,NULL,NULL,NULL,NULL
1819,1989,1766,NULL,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3,71.51,71.81,NULL,NULL,NULL,NULL,261.4,50717,194,NULL,NULL,NULL,NULL,70.59,977,1384,NULL,NULL,NULL,NULL,NULL
1820,1989,1443,NULL,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.29,71.64,71.93,3,0,1,0,254.4,35614,140,NULL,NULL,NULL,NULL,70.72,732,1035,NULL,NULL,NULL,NULL,NULL
1821,1989,1507,NULL,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.29,71.16,71.45,1,0,0,0,258.7,52778,204,NULL,NULL,NULL,NULL,63.66,930,1461,NULL,NULL,NULL,NULL,NULL
1822,1989,2007,NULL,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.27,71.61,71.88,2,0,0,0,257.7,44320,172,NULL,NULL,NULL,NULL,60.38,730,1209,NULL,NULL,NULL,NULL,NULL
1823,1989,2087,NULL,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.26,71.18,71.44,2,0,0,1,265,45058,170,NULL,NULL,NULL,NULL,59.95,711,1186,NULL,NULL,NULL,NULL,NULL
1824,1989,1457,NULL,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.25,71.7,71.95,5,0,2,0,254.5,44028,173,NULL,NULL,NULL,NULL,62.39,783,1255,NULL,NULL,NULL,NULL,NULL
1825,1989,2023,NULL,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.25,71.65,71.9,2,0,1,1,261.6,54942,210,NULL,NULL,NULL,NULL,61.8,914,1479,NULL,NULL,NULL,NULL,NULL
1826,1989,1522,NULL,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.24,71.23,71.47,4,0,0,0,275.5,49032,178,NULL,NULL,NULL,NULL,54.88,691,1259,NULL,NULL,NULL,NULL,NULL
1827,1989,2190,NULL,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.24,71.88,72.12,1,0,1,0,257.7,40456,157,NULL,NULL,NULL,NULL,73.75,812,1101,NULL,NULL,NULL,NULL,NULL
1828,1989,2225,NULL,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.24,71.47,71.71,NULL,NULL,NULL,NULL,257.8,42272,164,NULL,NULL,NULL,NULL,70.54,814,1154,NULL,NULL,NULL,NULL,NULL
1829,1989,1093,NULL,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.22,71.55,71.77,3,0,2,0,265.6,44356,167,NULL,NULL,NULL,NULL,57.26,686,1198,NULL,NULL,NULL,NULL,NULL
1830,1989,2241,NULL,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.22,71.59,71.81,1,0,0,1,263.3,54238,206,NULL,NULL,NULL,NULL,64.61,944,1461,NULL,NULL,NULL,NULL,NULL
1831,1989,1006,NULL,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.21,71.38,71.59,2,0,0,0,270.8,46044,170,NULL,NULL,NULL,NULL,59.9,729,1217,NULL,NULL,NULL,NULL,NULL
1832,1989,1414,NULL,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.18,71.9,72.08,3,0,1,0,260.5,44292,170,NULL,NULL,NULL,NULL,67.75,815,1203,NULL,NULL,NULL,NULL,NULL
1833,1989,2185,NULL,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.18,71.42,71.6,3,0,0,1,265.4,43783,165,NULL,NULL,NULL,NULL,60.09,694,1155,NULL,NULL,NULL,NULL,NULL
1834,1989,1154,NULL,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.17,71.41,71.58,1,0,0,0,254.9,44359,174,NULL,NULL,NULL,NULL,63.55,769,1210,NULL,NULL,NULL,NULL,NULL
1835,1989,1846,NULL,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.17,71.63,71.8,3,1,0,0,274.6,50795,185,NULL,NULL,NULL,NULL,59.53,790,1327,NULL,NULL,NULL,NULL,NULL
1836,1989,1469,NULL,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.14,71.51,71.65,1,0,0,0,260.7,44840,172,NULL,NULL,NULL,NULL,66.26,813,1227,NULL,NULL,NULL,NULL,NULL
1837,1989,1106,NULL,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1,71.48,71.58,3,0,0,0,258.7,44491,172,NULL,NULL,NULL,NULL,63.88,764,1196,NULL,NULL,NULL,NULL,NULL
1838,1989,1790,NULL,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1,71.07,71.17,1,0,0,0,253.1,45050,178,NULL,NULL,NULL,NULL,57.03,722,1266,NULL,NULL,NULL,NULL,NULL
1839,1989,2041,NULL,98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1,71.64,71.74,2,0,0,0,276.9,53441,193,NULL,NULL,NULL,NULL,54.37,741,1363,NULL,NULL,NULL,NULL,NULL
1840,1989,2195,NULL,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1,71.71,71.81,2,1,0,0,266.6,48261,181,NULL,NULL,NULL,NULL,62.81,826,1315,NULL,NULL,NULL,NULL,NULL
1841,1989,1030,NULL,53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.09,72.28,72.37,1,0,0,0,253,25808,102,NULL,NULL,NULL,NULL,66.67,490,735,NULL,NULL,NULL,NULL,NULL
1842,1989,1355,NULL,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.08,72.24,72.32,1,0,0,0,250.6,26566,106,NULL,NULL,NULL,NULL,69.35,534,770,NULL,NULL,NULL,NULL,NULL
1843,1989,1203,NULL,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.05,71.6,71.65,2,0,0,0,262.9,44696,170,NULL,NULL,NULL,NULL,67.28,845,1256,NULL,NULL,NULL,NULL,NULL
1844,1989,6284,NULL,111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.04,71.76,71.8,2,0,0,0,257,55512,216,NULL,NULL,NULL,NULL,71.47,1107,1549,NULL,NULL,NULL,NULL,NULL
1845,1989,1723,NULL,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.04,71.82,71.86,3,0,0,0,270.1,53209,197,NULL,NULL,NULL,NULL,63.6,905,1423,NULL,NULL,NULL,NULL,NULL
1846,1989,1033,NULL,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.03,72.02,71.99,NULL,NULL,NULL,NULL,251.3,31156,124,NULL,NULL,NULL,NULL,65.73,583,887,NULL,NULL,NULL,NULL,NULL
1847,1989,1168,NULL,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.03,71.62,71.59,1,0,0,0,250.8,45137,180,NULL,NULL,NULL,NULL,74.32,952,1281,NULL,NULL,NULL,NULL,NULL
1848,1989,1024,NULL,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.05,71.77,71.72,3,0,1,0,259.5,47226,182,NULL,NULL,NULL,NULL,62.68,823,1313,NULL,NULL,NULL,NULL,NULL
1849,1989,1200,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.05,71.78,71.73,NULL,NULL,NULL,NULL,262.9,50484,192,NULL,NULL,NULL,NULL,65.73,915,1392,NULL,NULL,NULL,NULL,NULL
1850,1989,1151,NULL,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.06,71.5,71.44,2,0,1,0,268.5,37590,140,NULL,NULL,NULL,NULL,60.78,592,974,NULL,NULL,NULL,NULL,NULL
1851,1989,1303,NULL,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.07,71.85,71.78,2,0,0,0,258.8,42450,164,NULL,NULL,NULL,NULL,65.5,767,1171,NULL,NULL,NULL,NULL,NULL
1852,1989,1510,NULL,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.07,71.41,71.34,1,0,0,0,262.2,38284,146,NULL,NULL,NULL,NULL,67.85,688,1014,NULL,NULL,NULL,NULL,NULL
1853,1989,1641,NULL,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.07,72.15,72.08,2,0,0,0,253.4,32434,128,NULL,NULL,NULL,NULL,65.79,598,909,NULL,NULL,NULL,NULL,NULL
1854,1989,1777,NULL,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.11,71.6,71.49,1,0,0,0,273,43136,158,NULL,NULL,NULL,NULL,61.54,688,1118,NULL,NULL,NULL,NULL,NULL
1855,1989,1096,NULL,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.12,72.2,72.08,2,0,0,0,274.4,45002,164,NULL,NULL,NULL,NULL,52.98,623,1176,NULL,NULL,NULL,NULL,NULL
1856,1989,1938,NULL,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.12,71.3,71.18,2,0,0,1,267.5,33705,126,NULL,NULL,NULL,NULL,61.24,545,890,NULL,NULL,NULL,NULL,NULL
1857,1989,1157,NULL,101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.13,72.07,71.94,4,1,0,0,252.1,50158,199,NULL,NULL,NULL,NULL,73.18,1034,1413,NULL,NULL,NULL,NULL,NULL
1858,1989,1499,NULL,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.13,71.83,71.7,2,0,0,0,267.6,45493,170,NULL,NULL,NULL,NULL,58.54,692,1182,NULL,NULL,NULL,NULL,NULL
1859,1989,1201,NULL,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.15,71.73,71.58,1,0,0,0,254.5,40214,158,NULL,NULL,NULL,NULL,68.59,784,1143,NULL,NULL,NULL,NULL,NULL
1860,1989,1553,NULL,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.15,72.17,72.02,2,0,1,0,263.4,43198,164,NULL,NULL,NULL,NULL,59.73,706,1182,NULL,NULL,NULL,NULL,NULL
1861,1989,1701,NULL,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.15,72.01,71.86,3,0,0,1,253,47823,189,NULL,NULL,NULL,NULL,71.26,962,1350,NULL,NULL,NULL,NULL,NULL
1862,1989,1755,NULL,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.16,71.78,71.62,NULL,NULL,NULL,NULL,255.8,45024,176,NULL,NULL,NULL,NULL,59.47,744,1251,NULL,NULL,NULL,NULL,NULL
1863,1989,1877,NULL,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.17,71.81,71.64,1,0,0,0,247.8,42624,172,NULL,NULL,NULL,NULL,75.22,923,1227,NULL,NULL,NULL,NULL,NULL
1864,1989,1197,NULL,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.18,71.85,71.67,NULL,NULL,NULL,NULL,263.2,45272,172,NULL,NULL,NULL,NULL,59.93,733,1223,NULL,NULL,NULL,NULL,NULL
1865,1989,2095,NULL,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.18,71.61,71.43,NULL,NULL,NULL,NULL,274,44384,162,NULL,NULL,NULL,NULL,53.81,607,1128,NULL,NULL,NULL,NULL,NULL
1866,1989,1068,NULL,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.23,72.45,72.22,3,0,2,0,265.1,38173,144,NULL,NULL,NULL,NULL,65.01,680,1046,NULL,NULL,NULL,NULL,NULL
1867,1989,1931,NULL,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.23,71.71,71.48,NULL,NULL,NULL,NULL,255.9,39407,154,NULL,NULL,NULL,NULL,60.82,652,1072,NULL,NULL,NULL,NULL,NULL
1868,1989,1132,NULL,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.27,72,71.73,1,0,0,0,254.6,43286,170,NULL,NULL,NULL,NULL,66.56,804,1208,NULL,NULL,NULL,NULL,NULL
1869,1989,1282,NULL,61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.27,71.43,71.16,NULL,NULL,NULL,NULL,276.2,33139,120,NULL,NULL,NULL,NULL,54.01,458,848,NULL,NULL,NULL,NULL,NULL
1870,1989,1323,NULL,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.3,71.97,71.67,NULL,NULL,NULL,NULL,257.2,42692,166,NULL,NULL,NULL,NULL,62.68,739,1179,NULL,NULL,NULL,NULL,NULL
1871,1989,1773,NULL,63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.3,71.47,71.17,NULL,NULL,NULL,NULL,273.9,33412,122,NULL,NULL,NULL,NULL,50.35,435,864,NULL,NULL,NULL,NULL,NULL
1872,1989,1361,NULL,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.32,72.17,71.85,4,0,0,0,267.9,43932,164,NULL,NULL,NULL,NULL,54.61,657,1203,NULL,NULL,NULL,NULL,NULL
1873,1989,2090,NULL,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.32,72.36,72.04,1,0,0,0,273.4,42655,156,NULL,NULL,NULL,NULL,57.79,653,1130,NULL,NULL,NULL,NULL,NULL
1874,1989,2239,NULL,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.32,72.34,72.02,1,0,0,0,258.6,43966,170,NULL,NULL,NULL,NULL,59.11,717,1213,NULL,NULL,NULL,NULL,NULL
1875,1989,1156,NULL,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.33,72.03,71.7,1,1,0,0,268.4,50733,189,NULL,NULL,NULL,NULL,58.66,796,1357,NULL,NULL,NULL,NULL,NULL
1876,1989,1662,NULL,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.36,71.61,71.25,1,0,0,0,272.7,43624,160,NULL,NULL,NULL,NULL,55.77,628,1126,NULL,NULL,NULL,NULL,NULL
1877,1989,1571,NULL,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.39,71.81,71.42,2,0,0,0,263.7,33748,128,NULL,NULL,NULL,NULL,58.84,539,916,NULL,NULL,NULL,NULL,NULL
1878,1989,2148,NULL,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.39,72.17,71.78,3,0,1,0,270.4,35155,130,NULL,NULL,NULL,NULL,56.07,508,906,NULL,NULL,NULL,NULL,NULL
1879,1989,1487,NULL,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.43,71.59,71.16,NULL,NULL,NULL,NULL,258.6,30511,118,NULL,NULL,NULL,NULL,63.5,522,822,NULL,NULL,NULL,NULL,NULL
1880,1989,1310,NULL,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.46,72.2,71.74,2,0,0,0,269.5,52816,196,NULL,NULL,NULL,NULL,57.8,797,1379,NULL,NULL,NULL,NULL,NULL
1881,1989,1381,NULL,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.46,71.86,71.4,2,0,0,1,253.7,45165,178,NULL,NULL,NULL,NULL,68.09,843,1238,NULL,NULL,NULL,NULL,NULL
1882,1989,2322,NULL,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.47,72.31,71.84,1,0,0,0,256.8,38012,148,NULL,NULL,NULL,NULL,69.64,741,1064,NULL,NULL,NULL,NULL,NULL
1883,1989,1935,NULL,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.48,72.45,71.97,NULL,NULL,NULL,NULL,246.6,24656,100,NULL,NULL,NULL,NULL,82.63,585,708,NULL,NULL,NULL,NULL,NULL
1884,1989,1320,NULL,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.49,71.91,71.42,2,0,1,0,255.6,38853,152,NULL,NULL,NULL,NULL,62.64,679,1084,NULL,NULL,NULL,NULL,NULL
1885,1989,2201,NULL,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.49,71.95,71.46,1,0,1,0,264.2,42535,161,NULL,NULL,NULL,NULL,57.29,656,1145,NULL,NULL,NULL,NULL,NULL
1886,1989,2196,NULL,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.54,72.13,71.59,1,0,0,1,250.9,35875,143,NULL,NULL,NULL,NULL,63.82,651,1020,NULL,NULL,NULL,NULL,NULL
1887,1989,1307,NULL,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.55,71.98,71.43,NULL,NULL,NULL,NULL,259.6,35820,138,NULL,NULL,NULL,NULL,61.44,607,988,NULL,NULL,NULL,NULL,NULL
1888,1989,1550,NULL,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.57,72.03,71.46,NULL,NULL,NULL,NULL,280.9,44386,158,NULL,NULL,NULL,NULL,54.96,621,1130,NULL,NULL,NULL,NULL,NULL
1889,1989,1261,NULL,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.59,71.75,71.16,NULL,NULL,NULL,NULL,269,34433,128,NULL,NULL,NULL,NULL,52.93,470,888,NULL,NULL,NULL,NULL,NULL
1890,1989,2094,NULL,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.59,72.14,71.55,1,0,0,0,252.6,44453,176,NULL,NULL,NULL,NULL,64.9,810,1248,NULL,NULL,NULL,NULL,NULL
1891,1989,1614,NULL,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.66,72.35,71.69,NULL,NULL,NULL,NULL,262.7,38358,146,NULL,NULL,NULL,NULL,52.32,531,1015,NULL,NULL,NULL,NULL,NULL
1892,1989,1533,NULL,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.68,72.19,71.51,2,0,0,0,261.4,44445,170,NULL,NULL,NULL,NULL,56.82,671,1181,NULL,NULL,NULL,NULL,NULL
1893,1989,1489,NULL,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.74,72.22,71.48,NULL,NULL,NULL,NULL,252.5,39143,155,NULL,NULL,NULL,NULL,62.13,676,1088,NULL,NULL,NULL,NULL,NULL
1894,1989,1952,NULL,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.74,72.27,71.53,NULL,NULL,NULL,NULL,257.5,32449,126,NULL,NULL,NULL,NULL,63.31,566,894,NULL,NULL,NULL,NULL,NULL
1895,1989,1374,NULL,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.75,72.05,71.3,NULL,NULL,NULL,NULL,264.3,41233,156,NULL,NULL,NULL,NULL,57.08,621,1088,NULL,NULL,NULL,NULL,NULL
1896,1989,1495,NULL,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.75,73.13,72.38,1,0,0,0,245.5,32403,132,NULL,NULL,NULL,NULL,67.26,647,962,NULL,NULL,NULL,NULL,NULL
1897,1989,2292,NULL,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.75,72.17,71.42,1,0,0,0,262.5,33337,127,NULL,NULL,NULL,NULL,59.28,530,894,NULL,NULL,NULL,NULL,NULL
1898,1989,1162,NULL,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.76,72.3,71.54,1,0,0,0,263.5,36366,138,NULL,NULL,NULL,NULL,57.16,571,999,NULL,NULL,NULL,NULL,NULL
1899,1989,2222,NULL,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.76,72.25,71.49,NULL,NULL,NULL,NULL,248.7,34812,140,NULL,NULL,NULL,NULL,65.1,651,1000,NULL,NULL,NULL,NULL,NULL
1900,1989,1813,NULL,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.82,72.1,71.28,1,0,0,0,260.3,33316,128,NULL,NULL,NULL,NULL,60.78,558,918,NULL,NULL,NULL,NULL,NULL
1901,1989,1086,NULL,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.87,72.4,71.53,NULL,NULL,NULL,NULL,258,33537,130,NULL,NULL,NULL,NULL,60.62,548,904,NULL,NULL,NULL,NULL,NULL
1902,1989,1248,NULL,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.92,72.19,71.27,NULL,NULL,NULL,NULL,270.6,38422,142,NULL,NULL,NULL,NULL,50.61,499,986,NULL,NULL,NULL,NULL,NULL
1903,1989,1061,NULL,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.93,72.25,71.32,NULL,NULL,NULL,NULL,253.5,32200,127,NULL,NULL,NULL,NULL,60.69,559,921,NULL,NULL,NULL,NULL,NULL
